efta,file_size_bytes,pages,words
EFTA00008529,2486858,106,22272
EFTA00008585,1547620,19,3622
EFTA00008599,3083363,19,1362
EFTA00008631,3384414,143,29194
EFTA00008708,362474,14,3164
EFTA00008716,3439940,20,2284
EFTA00008744,6695021,184,37435
EFTA00008863,822100,7,725
EFTA00008870,799890,4,1106
EFTA00008874,3199476,17,3387
EFTA00008892,12321266,23,2312
EFTA00008920,14216630,114,23379
EFTA00008998,3213870,19,3410
