efta,sha256
EFTA02731477,06efab54df1fd59cc262c926513d3aa37f930f7404c6d39371e1c41ed5455e55
EFTA02731478,8aecc068c4591441f96932f382a2af2efc2e32e329f26a61f2a14557268ecab3
EFTA02731479,2ab79ccb0b112902a1fef4fbef6dac9c6a89fa66786f2c3b1c2e0fe2b817d467
EFTA02731480,0d1d9dd734876478048fb755587c7f0ec1bbddf082551046dc4209d78ddf48a7
EFTA02731482,b4017d4c19d40785c87198ebf213e8fe8e200de060f5b3081a5a780458c0b09d
EFTA02731484,f062839a9b335e40381ed5dcbde65aff0b1bb0dd4a1832349c5d04c0b5138765
EFTA02731485,8203a023de0bb84fd77728af4ea5840f9d651addedf8cec2803b632a26f9fb03
EFTA02731486,efdae1f25ac075e041e7e33d94f5be4ddd32c4285a06859076680a2363bcf7e3
EFTA02731488,e8e3b128b2e1c27bb7777cb6d863c11946604e9fbd779647c0f3c021c7fcc58a
EFTA02731490,5a585b4e307274e4231033dc182d6f3c113bb54c8775c9cde711f53b0e292c61
EFTA02731497,7a1ace806029434a9d5c2876519d7dc10ee5dcea65d0b5d5ccce4e89c4176b49
EFTA02731498,5df532c6651e2968e01160b85399941627e0d8381b63c64e4a4effb447f50385
EFTA02731499,ae4fdb0101601563a52e6c92915b37aefa8902e0674fdc9446d5b722a04b804c
EFTA02731500,28dad2904682217f5e99f23663a0cc026c124bad5b6532317e4c585b3dabe22b
EFTA02731501,5d658d598cab73053c7ad920db87c552cf630f7f40444e47493ff5269b32f091
EFTA02731507,610486ae9e84e2a34ba110cbda64484bb9d297cc09f55ae8d3f8f061f36e15fc
EFTA02731508,2edf526f7a50caa65f045e1c22447e3311b6d0eac75f7d3949934347490c5054
EFTA02731509,e182f1dc2bd8f10ed1604384dacc14941b85db6c3fa71322453e7d40fb9e4550
EFTA02731510,135145dab0c2b5851aca4a2b520c36e1311d57582f91cbb4c5ce5e594ee7b706
EFTA02731511,8bd5213ec744bf11a10caed14ba6969ada8810a9008c7d9be3da85204cefbf3c
EFTA02731512,0e7ab540ddb5a36ba839975fee8f4d9e7575517d1a963ff6499953d9664ea1f4
EFTA02731514,2148bcd57ad740b3f118721adac0fad4f30c32831ea15ea7e7955bec24b7f7ae
EFTA02731515,c875197ff29e31ac7805257929f3369447885b4bb9da47a7e306fdd0e704861d
EFTA02731517,a8e06f876e51040db4a6438d573ff606c7f4f84ca03cd2d0e1351a4f3226c87a
EFTA02731521,c4694210d50d15f862d0a57240760f5c0a5eb697cec224e1af8316f2ecce0c17
EFTA02731524,df158a93834754b1b69f7479b2c8022d8ed35a95ef8040e071f0b6e641f6cf14
EFTA02731525,b0bc003f20773d5b3ca90e46d6a34af44864ce40b90b9012dae07290d910e292
EFTA02731526,ea0fa04bd8b9b3d230824358731671e7249a918a17c0895964d6071485dc732d
EFTA02731528,ffd7be55098eb57e88b1d2f3e5e5ff3e7ff1f205c4019172ed0caf5fa688a6ab
EFTA02731529,7649a9c1dac27a80f088a669eec1019a36e411eff4552a99671b60a7672961d7
EFTA02731552,a61437a1d1922102560fde7fb93bdcb66484e191062c4faa72d4a710235575af
EFTA02731556,740f2e28a34cdef70459311c0616c20c98fa607d0c1f907deb915d3f83e1fcee
EFTA02731576,c409c9c1a5dfb14ac4967f3c4a6bb43e0eb4f8cbf53a09c96d52570221b3dd0e
EFTA02731577,50c8f8b9e9f06d2dc5254ae279331fd69db01a5ae0ce1a41d66db2b494082ce2
EFTA02731578,20c7ac21599f3daa5526bc67256a2ee225c1b6add1c673cb35785de0e5e9aa11
EFTA02731582,33d59a7fbe0ebe8f3203c9c161d6a09289dc4613f07b4d68103bbdb2b4c929c8
EFTA02731583,80f7a1cd6ad0318a47d871126a889156f8df51293f460fc6b3a45b4f5f992407
EFTA02731587,4be3b65e111ea238483cce5643fd0e56ddb7486fb3de6164ea6e92f83d906a38
EFTA02731593,a1bb8ac1355899cec6ccf17c26e76eafc46ecbcad5a44a83b084f1100a738a38
EFTA02731604,cdf64a0871d5f4675def93156dc0dd01bc4b1374b5ff75b64556dfd75f48aac0
EFTA02731608,ffd6906139676a619c4d9861ec82298bfe394658e0216c06800febfb8744923e
EFTA02731612,b1791ea11d74149bf8e7d68a0d43a70093a941977423cd17cb1c2d432351549f
EFTA02731615,10bc144bd2e253482ff07ec2dcf6968c73f3c4abdddfcb69b6429337d0fc79e7
EFTA02731617,0a6888af5d4ae3af5f8b63401f352131e760059dccf88fbdc1508b12d26fd420
EFTA02731618,fb1f31b4013b1f8871f05b20e274d9263bcc5343e45c6338227c9c2371cf369a
EFTA02731623,02b0255994b30a46177fc34bfa41e0899b603b5c13167b93078d2441d888b91b
EFTA02731628,384889b650fa06c3ade349d8775190f87c44c92c07b04b564fc4ace904addb33
EFTA02731630,4d14bd281f701b50bdfeb7d70c82451f6d46870a1a293babc8c2ebae731dddf6
EFTA02731632,1f3aa7ef13e2ef3e9372c2d3c291432ff6234e86cb0932f4791ebd7a4dc4f47c
EFTA02731633,d63df131b527a662a33e2df844cd9c1b9f926e48806628b3e4f175cc83dd4a29
EFTA02731636,6d803977db135207f5fb573612f99beb12a35126fcad57bb4ccdfc28a981ba2f
EFTA02731637,8715a3349397c96737b7a33baf2c2b77a0c75d235ec599e6658f82bbd06dbc1f
EFTA02731638,472e17671a6a038645c2981ab3e7631a7b32d28d57e3d86ab29f0d060ca61c17
EFTA02731640,c2f5425b4b004c1278cbdc20bc8da77fda0e2ab7d42e2c34d47d05c88b908069
EFTA02731643,705ed0fcaf2db90e059c0788f78e9f7b5ae1e619b5ba86b727b009283cf9b0a4
EFTA02731644,aac7e8600cc9c39a2cbc64a0f5bbb190e8a726a0789e48ce791f00b91a8121c2
EFTA02731646,47fcd856cb8bddeba354a1d4bf2db244442a2d21b5bfb8a0829e63597a3c8ce7
EFTA02731648,85ff762dd65a75491bad9ad5f5415cb682bcc65ac9b89b91f7bc4d558d597f2c
EFTA02731651,b8ae4da237dbe420aea6565b8bb72b5cb317aa9d3e273795b4fc5e9c94d9651c
EFTA02731655,fec2b22454e012e8efda73682688f4065e6d81be921999b389473ddd7abb2e27
EFTA02731659,5c1acdace373e71b811ffc047efd88412af00b270c8049006074c6db04237e37
EFTA02731660,c72e715f1c64f7238331553dd7d7de1bdf054d0a009dfb5f7d2bf47771c0f684
EFTA02731662,e1d752e9e1f6280ab710657733802108b05454987ddc59fcfc6d41fcab030663
EFTA02731682,ec6d222f89a221b88be74be990d2ddec226b5c83415e78c0291e45ddecc4f5f4
EFTA02731684,156be600f7cfcae1f64f0c77bf5533057f35f8bd898eff83bad803078dff9e0d
EFTA02731687,f991dcbb038c8fcb8a0d25e25784b188d6900ea161285f2c43197069165add74
EFTA02731688,70b32cdecff2d52b4c4524a0e41a596dc7b868465e271743729f3cd1fd67459e
EFTA02731689,3a8a26cb740aa74b1edb287eb8a9d1a32d506df890cd12aedaef45c94f1b4358
EFTA02731697,9a181d10febbf82e1915ba1400a4576fcb30930cd45537f2ca14bdd6f7e63cd4
EFTA02731699,e39bed3c315a2bf046bcc123c430c7dcfe02afa98f8d6553a44a8f793a9eddb0
EFTA02731703,7e9f1652f5bcece182a0936440d073ba5b4e617846c985d8339f33cb3a763fe4
EFTA02731704,105cacabab8be6161a62531369c71e13597cac247ab5aeca275d9173046d9471
EFTA02731705,1fb81d9aab957e67e79ddf3ef1a2215de9a137acc94d04985f80474fccc8ab24
EFTA02731706,2aeffe7df9cd61954d3a43a5988b9029f1696d76efcb89f6cac98dbd8607a13d
EFTA02731707,caa50a8d1ce4228ad601791ca07fca94137d7bd884f3092e44687aca1e9ba112
EFTA02731708,98c01c42a5051e5e184cdd20b7fe0db82f3dda2bf6aaea6855ed122fe8576f26
EFTA02731709,703d2f7eba2ee6bce366189f42c581d65c3c1fdeba1f5ec71cab1196ad1c235b
EFTA02731710,c98d9f6212d2a242ea0cc38aa0d8adaef7336c81dc2b53c532eb6eb81f085af7
EFTA02731711,f4dbf8300f73d390a3d8f39ec8856e1c1ce620682af4661d53b25a01d97b975b
EFTA02731712,e8757470f19c112807adb9ebe4a132fcdb7658ece78b13130fc214fe62679473
EFTA02731713,86c8b272d77daec76f1b9ab81b14df663da1d3020b719e498902b9493bad7628
EFTA02731715,409f48cd952506e63bd93b6841d3008303ba1c450c536c83f3d0922ee7da2789
EFTA02731718,22262b03f164df5f4d4880ef6da0cdb56c9e26f16f6ab40ece5b5cc181f12361
EFTA02731721,fa8874bb2ae176d27636dc76b20cf6f34cb2e32de473028609734b4553be56d4
EFTA02731724,eaf6e66756df186212cf207f92aaf1249f0555a5ad347be5f9c90747427e893b
EFTA02731726,f37da5cd0cdfa07f4e2ff856552207f3a0250eb6bd56d31553f8ab2f20a7dbba
EFTA02731727,f25823e5b23ac9d114cf945ae590a4e80f5093ccae78e98479dde1a18687390f
EFTA02731728,339e18ed11aa354045cd55d9bd38b0843da78b2efd7e9328fd7da9e369ce1a76
EFTA02731729,3d8cc6cbd77c768be4a6c3d87b75b3a432d6ed8df487ab5ed396dd31825bbf16
EFTA02731732,58a071829f892f659f4bb21450924b1dee0d3b8439249628e3082d71f5becaea
EFTA02731733,b72007ebc964d8331fc83c79599909da07e9c3ee0668a5b3c4f5ff51a8cc2426
EFTA02731734,f18547149c3b4a10e98913289f0751b596bfc8a61f36df27ae082ed7f53972e9
EFTA02731735,0eb8f840652ea6daf8aebdd2e460abc8c94fa5dc1a5e2b8c1cd5a0b882a9baf3
EFTA02731736,2adfb89019e64eb23e6fc8f64997e34e56d5338a0ae3b0833d1e8799e55d8b0a
EFTA02731737,5bde4076af2ec5ce047be689580574afaad7fb5b50bf9dbd7960f3b752a0028c
EFTA02731754,3148b82d19dc40647257f6b8de06778fb620c445f8065c7f58f67a0adf35c019
EFTA02731755,1bb2c3f5ca01077b4519f571f9a27efbb4fee1aba1582643873cc20387894339
EFTA02731757,1295f1af6c1d6aaeea16cb7b59446856abff9624c8475523b08e8197ac63a857
EFTA02731762,bb5389f85fb19a6fff115a415def2a3720935abafc9b50d63297e7ad5ea695fb
EFTA02731765,1ebf592e46caa4f912d819fa5f3fd51b1c2fe1aca0764cb3a91a98e1804df4b9
EFTA02731771,21beaddb101d212da9996f5d04e73138f48907508b6d01e52b79702a6a3b0425
EFTA02731774,b5224eb0b5074c880ba9cb4fd5336cce1092ac42258280d8459f10da5e4f3141
EFTA02731775,53beb65bf2606716da687dc3f7e2979ef2ea7df2ba101ed10c64926aca00d68b
EFTA02731777,9221212615833a887fda663fa38756b90b009f37be5894153039293e8cce302a
EFTA02731778,cacfe0931005d5797ba94bd442d70cd729af1a3944c702b6f6f814c84e65a93c
EFTA02731779,67beec88a7956831c7eccef7a5c951282d3d107d5a28d532c78c3c0d2c18c995
EFTA02731780,77af15fce93ee681fa04b8040f4507a0607286eee17fe6fab62c084dc9dfd2ec
EFTA02731781,7c840593af2fe33d854926cf9d7085b313089a1e4895c9072eddeb5d24b83b55
EFTA02731783,453c3e61853649147cddd02d247420a4cfc9440fb6629a68a18a87d9533c7a22
