efta,file_size_bytes,pages,words
EFTA00003446,1367633,0,0
EFTA00003447,1389428,0,0
EFTA00003448,1296568,0,0
EFTA00003449,1181393,0,0
EFTA00003450,1160144,0,0
EFTA00003451,1043450,0,0
EFTA00003452,1171079,0,0
EFTA00003453,1227720,0,0
EFTA00003454,1138489,0,0
EFTA00003455,1193807,0,0
EFTA00003456,1157267,0,0
EFTA00003457,1017383,0,0
EFTA00003458,1158844,0,0
EFTA00003459,1050018,0,0
EFTA00003460,1156893,0,0
EFTA00003461,1137543,0,0
EFTA00003462,1285734,0,0
EFTA00003463,1250022,0,0
EFTA00003464,601685,0,0
EFTA00003465,610574,0,0
EFTA00003466,934135,0,0
EFTA00003467,1270797,0,0
EFTA00003468,1325163,0,0
EFTA00003469,1361180,0,0
EFTA00003470,1348982,0,0
EFTA00003471,1340648,0,0
EFTA00003472,1461180,0,0
EFTA00003473,1424223,0,0
EFTA00003474,1240990,0,0
EFTA00003475,1228311,0,0
EFTA00003476,1402560,0,0
EFTA00003477,1148790,0,0
EFTA00003478,1138522,0,0
EFTA00003479,1109690,0,0
EFTA00003480,1095495,0,0
EFTA00003481,1146987,0,0
EFTA00003482,1164835,0,0
EFTA00003483,1217968,0,0
EFTA00003484,1446051,0,0
EFTA00003485,1329952,0,0
EFTA00003486,1204147,0,0
EFTA00003487,1164564,0,0
EFTA00003488,1047304,0,0
EFTA00003489,1315832,0,0
EFTA00003490,1591540,0,0
EFTA00003491,1360587,0,0
EFTA00003492,1490070,0,0
EFTA00003493,1082409,0,0
EFTA00003494,1021335,0,0
EFTA00003495,1232586,0,0
EFTA00003496,1573129,0,0
EFTA00003497,1511040,0,0
EFTA00003498,1662071,0,0
EFTA00003499,2006464,0,0
EFTA00003500,1838065,0,0
EFTA00003501,1009141,1,2
EFTA00003502,1134189,0,0
EFTA00003503,1144109,0,0
EFTA00003504,1181900,0,0
EFTA00003505,1137080,0,0
EFTA00003506,1195269,0,0
EFTA00003507,1333641,0,0
EFTA00003508,1305902,0,0
EFTA00003509,1126584,0,0
EFTA00003510,1012568,0,0
EFTA00003511,1246703,0,0
EFTA00003512,1299862,0,0
EFTA00003513,1099771,0,0
EFTA00003514,1111529,0,0
EFTA00003515,1325764,0,0
EFTA00003516,322255,1,1
EFTA00003517,1378873,0,0
EFTA00003518,1547613,0,0
EFTA00003519,1130582,0,0
EFTA00003520,1257647,0,0
EFTA00003521,1714980,0,0
EFTA00003522,1748894,0,0
EFTA00003523,1657518,0,0
EFTA00003524,1698833,0,0
EFTA00003525,1715411,0,0
EFTA00003526,1194335,0,0
EFTA00003527,1166989,0,0
EFTA00003528,1146537,0,0
EFTA00003529,1390756,0,0
EFTA00003530,1450702,0,0
EFTA00003531,1408184,0,0
EFTA00003532,1243043,1,32
EFTA00003533,1077466,0,0
EFTA00003534,1489678,0,0
EFTA00003535,1495780,0,0
EFTA00003536,1216565,0,0
EFTA00003537,1508389,0,0
EFTA00003538,951033,0,0
EFTA00003539,903165,0,0
EFTA00003540,691386,0,0
EFTA00003541,628514,1,1
EFTA00003542,667410,0,0
EFTA00003543,686466,0,0
EFTA00003544,666524,0,0
EFTA00003545,552530,0,0
EFTA00003546,523171,0,0
EFTA00003547,641037,0,0
EFTA00003548,608789,0,0
EFTA00003549,709897,0,0
EFTA00003550,602864,0,0
EFTA00003551,696555,1,1
EFTA00003552,631013,0,0
EFTA00003553,608915,0,0
EFTA00003554,577146,0,0
EFTA00003555,622980,0,0
EFTA00003556,1122386,0,0
EFTA00003557,1198099,0,0
EFTA00003558,1207793,0,0
EFTA00003559,1200216,0,0
EFTA00003560,1223525,0,0
EFTA00003561,1204839,0,0
EFTA00003562,1179391,0,0
EFTA00003563,358296,1,1
EFTA00003565,359429,0,0
EFTA00003567,412087,1,1
EFTA00003569,405343,2,2
EFTA00003571,409359,1,1
EFTA00003573,377964,2,2
EFTA00003575,340245,1,1
EFTA00003577,385965,2,16
EFTA00003579,409043,1,1
EFTA00003581,385710,1,2
EFTA00003583,328924,1,1
EFTA00003585,379894,1,1
EFTA00003587,389463,0,0
EFTA00003589,347521,0,0
EFTA00003591,295273,0,0
EFTA00003593,356395,2,11
EFTA00003595,348645,0,0
EFTA00003597,364925,0,0
EFTA00003599,337713,0,0
EFTA00003601,257388,0,0
EFTA00003603,1659254,0,0
EFTA00003604,1783755,0,0
EFTA00003605,1814730,0,0
EFTA00003606,1633712,0,0
EFTA00003607,1516015,0,0
EFTA00003608,1690743,0,0
EFTA00003609,1615861,0,0
EFTA00003610,1629764,0,0
EFTA00003611,1618293,0,0
EFTA00003612,1643148,0,0
EFTA00003613,1433796,0,0
EFTA00003614,1458805,0,0
EFTA00003615,1367199,0,0
EFTA00003616,1357308,0,0
EFTA00003617,1338331,0,0
EFTA00003618,1559227,0,0
EFTA00003619,1355012,0,0
EFTA00003620,1482411,0,0
EFTA00003621,1535254,0,0
EFTA00003622,1454258,0,0
EFTA00003623,1472606,0,0
EFTA00003624,1468363,0,0
EFTA00003625,1422720,0,0
EFTA00003626,1482358,0,0
EFTA00003627,1509490,0,0
EFTA00003628,1641898,0,0
EFTA00003629,1642564,0,0
EFTA00003630,1657265,0,0
EFTA00003631,1528872,0,0
EFTA00003632,1265728,0,0
EFTA00003633,1226540,1,64
EFTA00003634,1294454,0,0
EFTA00003635,1167379,0,0
EFTA00003636,1224490,0,0
EFTA00003637,1110053,0,0
EFTA00003638,1495153,0,0
EFTA00003639,1500548,0,0
EFTA00003640,1627478,0,0
EFTA00003641,1516593,1,3
EFTA00003642,1571762,0,0
EFTA00003643,1504111,0,0
EFTA00003644,1494912,1,2
EFTA00003645,1641434,0,0
EFTA00003646,1654474,1,1
EFTA00003647,1573338,1,1
EFTA00003648,1783258,0,0
EFTA00003649,1690738,0,0
EFTA00003650,1269021,0,0
EFTA00003651,1534155,0,0
EFTA00003652,1323137,0,0
EFTA00003653,1904074,1,200
EFTA00003654,1736326,0,0
EFTA00003655,1717436,1,30
EFTA00003656,1060780,0,0
EFTA00003657,1262285,0,0
EFTA00003658,1156843,0,0
EFTA00003659,1173844,0,0
EFTA00003660,1152530,0,0
EFTA00003661,1476920,1,43
EFTA00003662,1197263,0,0
EFTA00003663,1248499,0,0
EFTA00003664,1246767,0,0
EFTA00003665,1304666,0,0
EFTA00003666,1220513,1,74
EFTA00003667,1197505,0,0
EFTA00003668,1207163,1,1
EFTA00003669,1099313,1,1
EFTA00003670,1076910,1,12
EFTA00003671,1680610,0,0
EFTA00003672,1363329,0,0
EFTA00003673,1840842,1,1
EFTA00003674,1456486,0,0
EFTA00003675,1498213,0,0
EFTA00003676,1438733,0,0
EFTA00003677,1363659,1,49
EFTA00003678,1135010,0,0
EFTA00003679,1200860,0,0
EFTA00003680,1294167,0,0
EFTA00003681,1144815,0,0
EFTA00003682,1173630,0,0
EFTA00003683,1114153,0,0
EFTA00003684,1404398,0,0
EFTA00003685,1261589,0,0
EFTA00003686,1080355,0,0
EFTA00003687,1147388,0,0
EFTA00003688,1152256,0,0
EFTA00003689,1258810,0,0
EFTA00003690,1324887,0,0
EFTA00003691,1763295,0,0
EFTA00003692,1621103,0,0
EFTA00003693,1481054,0,0
EFTA00003694,1563079,0,0
EFTA00003695,1651814,0,0
EFTA00003696,1509882,0,0
EFTA00003697,1802404,0,0
EFTA00003698,1552652,0,0
EFTA00003699,1558901,0,0
EFTA00003700,1383839,0,0
EFTA00003701,1505282,1,2
EFTA00003702,1359910,0,0
EFTA00003703,1351422,0,0
EFTA00003704,1337866,0,0
EFTA00003705,1233378,0,0
EFTA00003706,1281596,0,0
EFTA00003707,1280080,0,0
EFTA00003708,1240291,0,0
EFTA00003709,1411257,0,0
EFTA00003710,1797802,0,0
EFTA00003711,1305323,0,0
EFTA00003712,1266248,0,0
EFTA00003713,1162983,1,4
EFTA00003714,1431841,0,0
EFTA00003715,1693770,1,2
EFTA00003716,1442392,1,4
EFTA00003717,1067945,0,0
EFTA00003718,1130390,1,2
EFTA00003719,1122736,0,0
EFTA00003720,1081214,0,0
EFTA00003721,1544416,0,0
EFTA00003722,1577011,0,0
EFTA00003723,1380492,0,0
EFTA00003724,1404743,0,0
EFTA00003725,1430130,0,0
EFTA00003726,1262714,0,0
EFTA00003727,1555363,0,0
EFTA00003728,1402771,0,0
EFTA00003729,1313768,0,0
EFTA00003730,1366378,0,0
EFTA00003731,1336564,0,0
EFTA00003732,1398364,0,0
EFTA00003733,1490254,0,0
EFTA00003734,1397978,0,0
EFTA00003735,1157882,0,0
EFTA00003736,1263449,0,0
EFTA00003737,1134255,0,0
EFTA00003738,1194727,0,0
EFTA00003739,1437057,0,0
EFTA00003740,1232023,0,0
EFTA00003741,1179039,1,2
EFTA00003742,1219680,0,0
EFTA00003743,1230857,0,0
EFTA00003744,1427349,0,0
EFTA00003745,1197621,0,0
EFTA00003746,1256254,0,0
EFTA00003747,1185222,0,0
EFTA00003748,1215680,0,0
EFTA00003749,1097623,1,2
EFTA00003750,1147397,0,0
EFTA00003751,1296528,0,0
EFTA00003752,1311168,0,0
EFTA00003753,1108475,0,0
EFTA00003754,1134606,0,0
EFTA00003755,1158723,0,0
EFTA00003756,1144209,0,0
EFTA00003757,1136208,0,0
EFTA00003758,1252485,0,0
EFTA00003759,1188325,0,0
EFTA00003760,1314458,0,0
EFTA00003761,1279649,0,0
EFTA00003762,1392140,0,0
EFTA00003763,1259265,0,0
EFTA00003764,1318056,0,0
EFTA00003765,1192186,0,0
EFTA00003766,1040157,0,0
EFTA00003767,1269344,0,0
EFTA00003768,1396176,0,0
EFTA00003769,1379512,0,0
EFTA00003770,1038317,0,0
EFTA00003771,1111531,0,0
EFTA00003772,1142199,0,0
EFTA00003773,1042938,0,0
EFTA00003774,1098499,0,0
EFTA00003775,1537488,0,0
EFTA00003776,1275989,0,0
EFTA00003777,1378021,0,0
EFTA00003778,1173300,0,0
EFTA00003779,1211046,0,0
EFTA00003780,372377,0,0
EFTA00003782,407355,2,2
EFTA00003784,378028,0,0
EFTA00003786,371107,0,0
EFTA00003788,1215686,0,0
EFTA00003789,1185000,0,0
EFTA00003790,1041577,0,0
EFTA00003791,1177195,1,2
EFTA00003792,1377996,0,0
EFTA00003793,1232806,0,0
EFTA00003794,1400038,0,0
EFTA00003795,1246112,0,0
EFTA00003796,1272265,0,0
EFTA00003797,1185223,0,0
EFTA00003798,1260490,0,0
EFTA00003799,1539927,0,0
EFTA00003800,1459517,0,0
EFTA00003801,1616697,0,0
EFTA00003802,1387723,0,0
EFTA00003803,1171987,0,0
EFTA00003804,1428021,0,0
EFTA00003805,1466677,0,0
EFTA00003806,1322146,1,5
EFTA00003807,1302663,0,0
EFTA00003808,1285064,0,0
EFTA00003809,1529049,0,0
EFTA00003810,1319624,0,0
EFTA00003811,1350888,0,0
EFTA00003812,1266761,0,0
EFTA00003813,1255919,0,0
EFTA00003814,1692831,0,0
EFTA00003815,1689605,0,0
EFTA00003816,1606246,0,0
EFTA00003817,1524047,0,0
EFTA00003818,1565044,0,0
EFTA00003819,1662230,0,0
EFTA00003820,1507206,0,0
EFTA00003821,1731703,0,0
EFTA00003822,1363479,1,1
EFTA00003823,1239226,1,6
EFTA00003824,1245390,0,0
EFTA00003825,1248583,1,1
EFTA00003826,1263342,0,0
EFTA00003827,407353,0,0
EFTA00003829,378028,0,0
EFTA00003831,371105,0,0
EFTA00003833,351132,0,0
EFTA00003834,1504845,0,0
EFTA00003835,1231770,0,0
EFTA00003836,1372956,0,0
EFTA00003837,1351576,0,0
EFTA00003838,418890,0,0
EFTA00003839,322482,0,0
EFTA00003840,359247,0,0
EFTA00003841,125448,0,0
EFTA00003842,119929,0,0
EFTA00003843,137848,0,0
EFTA00003844,141644,0,0
EFTA00003845,116588,0,0
EFTA00003846,115751,0,0
EFTA00003847,111265,0,0
EFTA00003848,117343,1,1
EFTA00003849,123047,1,2
EFTA00003850,125510,0,0
EFTA00003851,128149,1,1
EFTA00003852,129595,0,0
EFTA00003853,118820,0,0
EFTA00003854,135203,0,0
EFTA00003855,128857,0,0
EFTA00003856,105110,0,0
EFTA00003857,110107,0,0
