efta,sha256
EFTA00000026,ef5289fc9f3fe415036859dd2a684b98d5356d56cb67f8549835f8d4e476378f
EFTA00000027,53e89579349e81708312e0259f7ca3883466f10d3d9d66de1e82c41e8f35771b
EFTA00000028,02f3ba969a330d14e5dfdef29815ec96370307fb74a0b0dbebd1c8467523532f
EFTA00000029,9043b168db90cb5a64e7a5e6415c0c261f9e28f1763f963492642986b50edd5c
EFTA00000030,d181f82f06498706be12b9e1ec3b870de6f16ff55b520b883461d33b290a1be5
EFTA00000031,c1e0fae2ae5b7d59a083f43da0d2c13ccd5573b3919bf35cad01ff162c64dff7
EFTA00000032,1647d3f9f629f2e17bf2f7d8fd7f74d22f266d0afdee7f4baa0a02d2f1f054e4
EFTA00000033,8ee2ff68d36b8b0d12bd4d299fb8d1b379b1ee3f8add75b819410b75e43c9751
EFTA00000034,4e25e353cfea6f2ee1775440da92b8c58d34b04dfc74640515c5029be29d67a4
EFTA00000035,63be8bb9e35082f3ea041381892b711eea41244b3eebdd6d605d0e7f2cc15174
EFTA00000036,b0ab48f7f14073094b1e84b02b327a1a183909ded97ee220583a835b6c3a0d18
EFTA00000037,709230177cc2379f48e0584191301ecc5aaa6f142da44b212fd04a9949c8d692
EFTA00000038,6022bdae0141614d43f8ab112a730544b2933ae731224cc9bdd49e0dfff468f3
EFTA00000039,5082b2df1e5190e300f945217ce7c1b6f37c487a30b7cbc1b7ea22f7d087752d
EFTA00000040,5d7d2e555f52cd6d2413d647d4acfabdc3cec09131a3177834b6a881636a4155
EFTA00000041,7223770a45b446600159915b4b7761609763788905f16a2f7393d12182b5845e
EFTA00000042,c88310918679995a3387b03d669cb77b7f69d8efbb4dd248966b7e6438556415
EFTA00000043,2b43dde74c41ac32163239b6b302f4732f29224386e8b27a65fa9f2b82f8d31a
EFTA00000044,f81bc36f1afea5284b9942e2fdb854e47af024ab7cde73eb34aaa49fd04e5c33
EFTA00000045,49593cf08b4021e0ec15de68b268d3ba44eae215bf708bcaeb59e40c1117fbe4
EFTA00000046,2ce90599cf64ec90eee570036aa1faa594beccd688f888a47aa9efad92594656
EFTA00000047,a02ae72fe9c5c0b336aa28bb16bf3d124645aba09c1a8389168c36fe861a4fce
EFTA00000048,8013890cfef241da1c752dd53cbfc3f99203a2136351f4e8d55f284d919222a0
EFTA00000049,cabe4a8528b87df4f52f19e390b62268f4746ec4339c00761626d6390f9c6778
EFTA00000050,5ee63341f8e85b621a1a8c2bdd761a3428d51a9d1c7966ee2d7b3531dee67b42
EFTA00000051,30b156b19ddb23322a2845e7033f80d06f2b765e0f61c187fb3931f59a8e452e
EFTA00000052,4cf9ba10606b2b9e1e07580a8d5e1fe28fd7ac1da825091dc21bca6908706dda
EFTA00000053,9016fbb16d17e0f8ea779d2c1efc708ba8f4df3da787d296476adea067d02155
EFTA00000054,a49b0cb7f11b1b91eedfb534fc445e0ec2a212bcfe56e3280a1080d2fe3f659a
EFTA00000055,4608eca5d1a84ed5a2a0011c202827c875f0d99f3e4168ad637b320998b3d9ce
EFTA00000056,f3cd952334c855a242a3cbd83b23a9fdacb991fbb540435055caa23ebbb891fa
EFTA00000057,b0e463e35d99ed4c21963eda2661bddd6fa04638d79d83a284eb7480d0bf880c
EFTA00000058,7ff2fc005e2008ac4286b977b16cd7d68187a47db6ff879910f6119eabb95f5f
EFTA00000059,77547070788823bdcf29d2ae002b6da8028f826c17bde9924dcaa1ea564117d4
EFTA00000060,4900a7b414ff0aee1fc46c2d088d3fca886c1b0d8dcfa2c6682b9557d60eb94f
EFTA00000061,a57abe4b2d2eaeb3edaf1943e8103c5cd5334dcc41d68183a87bad926ddf5470
EFTA00000062,526f162542dc433955df9e646be60228add1c5b58d0912ba08d891ef02aa8e4f
EFTA00000063,12d472abfc30825a95f6bdf55665f4ee3b5ccea94108c36e266fa4971834be21
EFTA00000064,2d981be01a4838dec4c3f00624efd83792b75bf8df3f2fc19af34c7138f2c21c
EFTA00000065,b387a1c9a21ef742ca2692d17583a808ce37ab478342d68658439962df7edc2d
EFTA00000066,558dab2b786dd73821982239cd227dccd6f355f8d47b2ab966a6bc10e097a71a
EFTA00000067,79bc8f59213d12b46e3d56bae7756f42fb7cd137591d0c2cd1b1b3486625910b
EFTA00000068,ab56966377cfb1e0d06b62d436530c78f1240baac99503f4726a80386e0e4604
EFTA00000069,34030c2a72f17ec52888ac68a778f3012b2c2e09a8b5db8dfb2d1f7e4400020e
EFTA00000070,c6e8ff656dcb4a7382bd9a8e65628b4d06bb90e28ba2f10c7d188b6fe003b622
EFTA00000071,432087a46322353a88e5e5d93e8f07af308ed07084335bd69ec3a57c38d86a89
EFTA00000072,61bb3fb9bc86e13a86173c40daebf0be366ef3874b3266e38c3b841589ef07d0
EFTA00000073,1cd04f9cfaa7746b46cbf2330bba6f8ca9c4b744fe8edacefde1921242476f35
EFTA00000074,d8d387430f92f8cd17d09501d6a1fad528da0b2f774808b468dd4fafabff4133
EFTA00000075,66a82160bc7518fe5f5c7c475528bc4b5ff482769670bb5373651fb80641e904
EFTA00000076,2e1232857a6f1572574cfb15c65d52bfd4767cbf2d1c479431220bf6b90d4555
EFTA00000077,720d370cad5d5a0342f2c062395d7aafe20faefcc35d7658c94bf2b8bb1348ee
EFTA00000078,37221d3c3f849fc3cac3b4bde71ebf964eed621e755bb3ddd28dc6e3a9e5c24e
EFTA00000079,f5a68a428d419f42cee11f98cb436b4672f38bf42f870dde31506cf1f5a36c9c
EFTA00000080,e4ec0ec66f1d86ef8cbc0355dd2bcbd0a365f0b1543d4f0af404f0b2f01003ff
EFTA00000081,f846e75da4e9c72e9c89daf8308a95c77e6f83c7a75a4065a9ce619d761dcfe5
EFTA00000082,726f4952b043de91c18781bdda8cdf1793dbfdd6409cef8a14b120ffc0d69260
EFTA00000083,b49131c865bf4d6292389526c46e9ddfd863ed4f40d9ec69883220528322f404
EFTA00000084,03b3460363ce75081c407758b1c4ec8b1b1179e2c26c9b6bf2a7da2fa58984ee
EFTA00000085,e511e8f8ac88e0da0b3b276a567049df8f89a30eee24db318e5649bfbb4add78
EFTA00000086,de676fb0a81da11b10883c88391b82ee88f8e17e242b1b02f6131477d79e3152
EFTA00000087,65b87f5ca438c6f9b74ae50e761a0da59fe64fddfe759f0a7ce54df8a4d091e8
EFTA00000088,ee9f55941b8c5f774d6fafa196df0abeb2e4756002679785dd09f47d6fa573fa
EFTA00000089,7f1dcb2a870ff62dc9f51d52c472e21251c5072551ede989d9196a73b32298a5
EFTA00000090,13e6a060ec3a190869c249beed0fed1ec1420eb04945b043a04a8a77ff2481c0
EFTA00000091,a087941698e365e98f68ceaca096280ac22bf95cea3cd71e82902aa00b4970a7
EFTA00000092,9ebb1e98e40d11a5047e2cd73b5e8001340b729bdf810586ba457f4d10dba276
EFTA00000093,2fea04533b0d66e36f7716928b749d7e771fb2ecded76031aff1f7a5a5b3fec4
EFTA00000094,68109ebc9a43a4ecab95044380ed1741e7545218f8ffaf8d361589bd4bfa0825
EFTA00000095,a9c6a3c265c7777252e686deb11716c95ff7b812d24bbf0c2d4804a2f641113b
EFTA00000096,a9db8ab3ab0edde9b24661402102be736778bcbd86f25798a4521c61f9bc6762
EFTA00000097,d97a89b329799c780ee06764e0ecba0f4eaf95185494b52a6bfb95603a4bfc8c
EFTA00000098,e341b3a28fbe5ec746ccc6452f724838b3a877ca8af4181eb0104488b835e1e9
EFTA00000099,8d3890ee8dd59dc5e2966106fdec237274141b42b442e505e194aad35c7c804a
EFTA00000100,3826177fc52ce010969cf35aaf83bcdfb7a74609217c5e93c0930f0e28aacad2
EFTA00000101,9d905df5f2812a93739ea6f781990d07a7898282ecc2926c46f6ae98fe4efab0
EFTA00000102,b98ae6309a9cd221ec185bdba789d6afd42eccca194c20bd5be03805362e756f
EFTA00000103,b96856b4c4b52e06a0241f7704fec2d6efee253fac459c57e7e6dbc931aa1bbb
EFTA00000104,6fdbe689fe005af0e5bcad2f02b83a68a41b83531269f726080d6549205128eb
EFTA00000105,b9bdeadbf5f046808afa9eb34389064f073e60fd3a3b360314202d98f653119b
EFTA00000106,dbf552ee284c013e52dd09a2fbde48312865f56003991575796e91842fc3e50b
EFTA00000107,b7b6a0c53c3af2b4b3fdc4ae075914cac11b9e682d5d6c3b52f8d8a883f1d53a
EFTA00000108,40f66ec66fdbd928dd84c85d82f5aaa0be34f728285013d21a39343668fa532f
EFTA00000109,3819cfe3a680696003f003fef017a32bd18bb8308042ba674252c2ecf58ac7c7
EFTA00000110,54607efb48d9c54edc35d9bce4807b450852c1adc5f196858038e2c4911cb4bd
EFTA00000111,6c960e384b63a3219a9b5a9b3f6a187eeba0729a9cd1fcfdd1ed3dfdaded1342
EFTA00000112,a84a29741dce45ae63f824160ebfa57485226b3370f05f47cccf089d8edfa30e
EFTA00000113,2d5fb6b37b77567171da11cec707ea4e69a7023e7139e6622fd9e0892e55d5b7
EFTA00000114,bfb182500d323cffb3bfffa755b1a89c8d7c167f60ff432f7d032035a9d80b0b
EFTA00000115,d864438cf6d0e736e348342deff35a5a24223a20e6ac71ccad0fe7ba8cb28008
EFTA00000116,ef27a1654602953698534acb279f438ae1da43362134456f371d6b28775a8d25
EFTA00000117,ab097e450725ba7398677aaba2125b677dff0e7fe8b3094e35617923a03d0efe
EFTA00000118,91d905cc067a11109080fcb834446065321ab965d3a1042cbfb175954d19eec9
EFTA00000119,260e2db6253dfdc6bfaafd5c00075597efa994555cf842c1ce9ca4c95a96230a
EFTA00000120,6041e2fdb4759c608d85fe78417f83de2ae3987a2eb4d8500c438457ea8ce59e
EFTA00000121,0fafcaeb673f791ab4a104087fdd930b399cac9c7e798b8d86c492fe9aa17ec0
EFTA00000122,f80091bcb33d6fd571235d7f1c9421c41bfeb30b2986e701f91ad4f1a37e5e0a
EFTA00000123,9cf0d349863b6ac8d36e8dc28bcd8affd42c5ef37a5c0ec43610c2cbed7430b3
EFTA00000124,cc400ea34267fc32805545e389da2d8c9351a21aee99085a20e04dbfab4fdaaa
EFTA00000125,059e962d466972afc89a027af4b06d671c3c8c6ffceb7471965e143ba0bd2c44
EFTA00000126,b2a9aa2e34dd3b8919441bc5f98d1ad1cebf7871c1765a6bd901b8631fb0d45e
EFTA00000127,601c1774abdc73b3147f4e1c36bdd0dffe5b5a77327faf545e4a7ca883cd5fe6
EFTA00000128,0f122fee551da76c2db5d964fd735d6ecd9b913207dc553f3b50d476bfc19cd1
EFTA00000129,33dccc190cf64879d7e73eb0f0fb3d63440aa8eee3c2526e40137384d18bea8f
EFTA00000130,89e8c323eec29bb4c9de82533fd0308c2994ce8322bfd7f4674eddfc916ebdbf
EFTA00000131,a8d3a72c1cd4677afe27abd156624aa51ab9ad71f65077462c51456cb1199be9
EFTA00000132,1134f596bbcf8b3f3776ba3c5376710ad02bc4a0a76b68a91f63510c409dd772
EFTA00000133,04241c814a56ac8fc1c063f5a9675c4f7358dd3f1f8963c01d568dac93fff6a7
EFTA00000134,58195d726a2db0d51d4335dd7617194de5e3be8b62c533bf552c08cbbc2de111
EFTA00000135,4061ea221812ec39b8436d4ca936926988f07ee4603556fece5e6fa0258135ae
EFTA00000136,1163cab9c798b9aea12f5a754e35f851aed4618dbe1749fcb8c51e63e493cec1
EFTA00000137,c07637c3e536b08a5934b0699ac8ae9752ee6ef87418d60afac78dab12437b92
EFTA00000138,5cec17052762846111eb2c7ec225f3a037c218e4afb5cb32c0a777149f3b82c8
EFTA00000139,ad371c35a34fd4e552d57c230bfffa714f6075ebcc0f47cc3442076e01deface
EFTA00000140,e397989575afcc1d849bc7b306748cf1593f4224b12f3bf32cf5014bc8d11c56
EFTA00000141,3fea0b39feac16e97bddaac08f6d8b0b1e81a220603b48016ed4ec2e490ee94e
EFTA00000142,8eba9556f466cff542221eaa13df49c074ac0d4e41397a81d7ee704a54a3b7b0
EFTA00000143,fe90ae877c6e8e7d24a088434f11b9475fc0471236c2a8e1a44c8267ba071c34
EFTA00000144,3a2431d28662c76e400bcd96c722016d96d54d052bfe844a11150cb8cb09f3c6
EFTA00000145,2d64938e3bcc2530dd7d125b4579d08579e9e3cc921aa89779472cdf5b0eb34c
EFTA00000146,ff367333ac63ff37146f5e9d5a91aeca33be2fed1965984ec512f2c0657361d3
EFTA00000147,4cf6000d5f493694f5103f75873f5558bc700b798aba6a5391351ce6f50ea2d0
EFTA00000148,28f03dd1d70ca9d4badbfa79c01cfda14d8eeaaf38ec0dd421efabb6108a07f8
EFTA00000149,a4e416fbf4d59da35246dd1e4efb48a7c13f14b02869e34cff5eaaee82029ac3
EFTA00000150,c12e698a13088218a6798e7a124f6aad710afa0d673492028598d8f992ffdc5c
EFTA00000151,2ed8f1a696db7f3a625dbb595784e43326cd9dc8d0f456426840c4d0e64d7015
EFTA00000152,92b5baff414cb73d41f8bb76638875d0f9fb9f44ad7f44fe960f25304120ce7f
EFTA00000153,fd114fae00360cf29a10a4cf667d3bf6a79e72cfbf91263cd40c9dce0e95b748
EFTA00000154,8a763d181180d032e1fe3b8c038bac2d5717daa3e981aed887f0e43ce8c6d7b5
EFTA00000155,d7ad5bb875a43a4ce440dbeea7e619feba8c83d80d69e5ea16d353bd81fd5076
EFTA00000156,aa58283886ea408a07fa731934bac52f514285f41958d100a62fc6d4c2861e05
EFTA00000157,f96516c3ef9636a85c80f994d338a5b373bfece61a44d416af0d06578bbbc0c0
EFTA00000158,ed29c1c56a183b1bc2dcec8066a089da5d5f568c1b9c5c1a6f333e0a80d18bff
EFTA00000159,f8295fae7755f6014897dc1530337c4704fa7793137af52ec82b69f7ee6f4453
EFTA00000160,77f925c2037954e006d73437e2b144259029575fc24977f504a51d7708e56130
EFTA00000161,c6754b17bdcaac60c020973ee94b2114b4db4eaf0f72b2f0ebcbbd30eb3f0734
EFTA00000162,a0a349491eb59d7b1e34a203c3adebf8d272d79882d9c46c32e57642e95e232d
EFTA00000163,ba6591373fcc91780918e0b207a1f2399f5e6c90b473bd4f8461cfed3c26b032
EFTA00000164,115bb43e55c006d647cf0ea391f7bb58df535b8384dace21f57e4b8784804aa1
EFTA00000165,a8f933b0c8f21b0595d404a6734a4a3e4c7621c2c58936bb620a1169086150e8
EFTA00000166,7ea268634365c5b1a6edf14f97084ced7bb265d1ea929d6e8e42cf6258e445b8
EFTA00000167,175c909e7994b5281577bb9fc2be12ec8c08323c8d18155737219ee3d0822ace
EFTA00000168,ece903662d4ad45b0a210ffafb6891fd580c2013db29f5eaa75d8225d07aa01b
EFTA00000169,bb022227d75420469c714014e75007498412f34659e2b82c2df8568db8c907b5
EFTA00000170,99ac364511520f5a373ec1f0ae0998d8f7a899b6a3ac837784d8c86bbc4fc51c
EFTA00000171,ed621ee6935e9642af069a22dd857264b4db5f1e72ce775a400d0080bf6c8e38
EFTA00000172,1534dde347e2ea7aadcb2d4857627b86c614d5e6e34381fc204568a3e995672b
EFTA00000173,50ee464bbec6be6ef241300606200d54dc479dc25224a5d1165f3a4c944adda7
EFTA00000174,7ff7c13fea39e5df8640b2502cb07ff0b48786b82deaa1934ec5b035f6d02ed3
EFTA00000175,065cfb65517a117fb87038b8c5a7b17092463216d5ba8524a1534bf56abbf37d
EFTA00000176,e7f381665a4bfc59d969e519f2364ef86d4cd5b927a67f193c438e83ee92f1ef
EFTA00000177,060d69b54296913ff1cc4202c23c2be7634fdd1f25be3d8d8cd74bac49280ad9
EFTA00000178,ebb07fb7fcdcbb7e1ae2e8cda5e88599b1e7968c76f4cbc27d2d9d88feb09ce6
EFTA00000179,5b33f1aed57aecfe686b4a9df74e403bf4fc795b70a36412ff8058e7c490efa2
EFTA00000180,a809ccf8e5d5fe723d46aaafc03024b819e89c76f0eb026d716dcc76fa2cfb21
EFTA00000181,f0e4702ac1938531b65770b60880143e381704d3779f1d44f28f952d9e16c917
EFTA00000182,7924f9c6aed682c55af60eac01e92e069aef5feccfc3fb7239b8a5e7961796b2
EFTA00000183,36afc818b8fb55f9e4938c58152378c2c9847f05be20e4dadb45c31e7155a3c9
EFTA00000184,133291fe2a930bcf58241fb3b247e526569ffeb5addbd202970d4209e0627073
EFTA00000185,30187032339855e4dd4d1389b2201cfe00d650fa65a3b13b31c0e5c796ae56e6
EFTA00000186,3bdfe8c944d4e5ede24e446961617698c5ae5bb8fff7784c7d8fa92541e1e47f
EFTA00000187,bc7b85a15c7b02b55c77bd806af8229d3c6e8502f6619c77cd6c71eb4845d0b4
EFTA00000188,66c1ad35b02f09d891c73b9ebbdc7583da70aae90b2ce5206157239b1e872e43
EFTA00000189,503f99c07a870044ecd9e2735e3e06ab3ab1f837cb731d483e1a11f14bb71434
EFTA00000190,b389a3fd51f1af8d22cc6547983e80a14b633eb743360f8bad93e969b65010ab
EFTA00000191,7981131bfa74e7bf2df4f250521cdeda96beee030a88088726ac8c9a9053356f
EFTA00000192,0bccef9c0ec3501bdfeeca84ea8ae64ee4537539476df6204999c1b5c6b3121f
EFTA00000193,7640198519f623b076d8f0a2c7cc9f79d8e756c539a64322f2d7e32d544a72ea
EFTA00000194,cdd19c9e615895365ccb3f4e2bce3f16241c7c62f32fcff15a528f03c8ca8d39
EFTA00000195,c49de303ff6383b12b6227fae01ba70e54b7ae0f6b5945b3abb3be55ce90cba7
EFTA00000196,c486cbe3db7d9d82750e0b482402b2bbeb3e61c6fa5f8ce5194aef19c4b53fae
EFTA00000197,d313ae6bc67ad095836d95da8807f021d8bc8c3ac4b0f88a829d22f249c11e92
EFTA00000198,3148c4f31e38184c6823abc424cc2d048044ef446539af623ad910f0e3e018a7
EFTA00000199,97bfa9a52617c51ae1f2f1c3af484be19da2eb2f39d0289d0c613bc22b716874
EFTA00000200,5e79e01ee5119d5c54a259d3974b17046467d69bf289ce4f1f191c70f2435f2d
EFTA00000201,60ca2bd979b556e8e8302746f25b60a7285fc76034ec3b1973b90aec9fbf0397
EFTA00000202,d7abac859fc6296b1ae130625067966162745ade8fea855951f25e3601a7cb74
EFTA00000203,f24ff9e26f46d019c85cdeea209bd516ac7cbc8aa0f7107b8e5f0f2713322cd6
EFTA00000204,19094c699c3287699ba215c321ab10480637656d5532c6d7f32e036e5369da3f
EFTA00000205,3d636537a5b7d443a5c527442dfde499a4b19410eb1392eadcf190609d16dbbe
EFTA00000206,3116eca7d4a0bce817967fef1ac7dc963c6131872776113bcb2169429b625e1d
EFTA00000207,3c124529d8bbafd9cec14edadb8d66ec33ea80e8a5d3cd70b7397a1f54574a80
EFTA00000208,d6f250ce3746f3386652e0c727ce06a3e5641f514796ef4a3e2298aff129fba0
EFTA00000209,0bdb86dc5d6049c559ffc64e621c19f132f3c65cd06cde4dc68bf691be949616
EFTA00000210,4bba1630011b8890491f899306af89076ffb3cf43add7bd88d58e592301fd20d
EFTA00000211,707db1e89bf3e7a67468c8307ad63f26a0ab87dcd909198ca6a835112130a47b
EFTA00000212,bdc42489ccdfc0eff73fb35c5cf7c18402b47ac735c1f6f6a2b0764c28e947dd
EFTA00000213,49aa25f148fa5076b3f4c77b988197fdddbc4d51fecf0d0236cfd2e849a42944
EFTA00000214,9db90ff417b68a052020ac6507d8fd668d3e2fafc94ec9792c99c15bdeb95c7c
EFTA00000215,d76e74268ffdbe08353933e8d61fb2bbc58343fd589ea75530e18d6c63719d04
EFTA00000216,e594df7105dd6ead472a608fe9564d79cd90a97f52e55a18ff8a4add5f0a81c6
EFTA00000217,af48e37cc27a6d60b70f00fa74216fd7ace3030528aec1562e68e3a3a616ec3f
EFTA00000218,be5d8e35586d2b57adfc9eb6a71b57871347dbaf198eb18b67a27d7036c2a4f3
EFTA00000219,dc86d7856ff8609989d3278b080dc11d0a035bd64854fcd412334f79081f010a
EFTA00000220,ec270af6d1060d0903fda7ef551e26dd2b4df298b8cf7e670691db37014ebef2
EFTA00000221,d9050f1d638c57f7099f638ec355257586628364fc9cf6ac6224597342be1ef6
EFTA00000222,c6f824bc2caa2f0d4f77532321a8c3767b6af324a2122d427f93c48658e157c7
EFTA00000223,e02314df5452e01832303b3ea142df254cdfcc456bc9acd12f2b2be0350f4376
EFTA00000224,8971b04522afd2e51aee38fc4ee9de64010cecd42da13d31c90dcffa0c991cd5
EFTA00000225,c507336ffd597b7a557af320e583555c0ae1f8f1b7a4fe98c64979fb7ade33dc
EFTA00000226,3f629be58442e1a5d3c1e3c0d86d00888ebb0f2435e43fb74a6cf10476e7153e
EFTA00000227,34413ad2143224c3074aa69a28ff8e26c0fa1ba410ac367bf301afb11ccc4f2b
EFTA00000228,db4155f9a55ce363c958aae3dca52014bd6a191322cf7d99e76724d416fbd574
EFTA00000229,240849e81e524eda8cf8a635ae73a096f21b0d6dba0ef881324fe592e7576641
EFTA00000230,eca1143a0c4d70eaff9c20a0d37846303575f168cd311a9af64f84bcdb917d50
EFTA00000231,7ab3fbbf65a1955ce5b4ae08fffd81e901cdf4052304bf7074cb088d9e2cb0a0
EFTA00000232,c8743a03511ca75e1681202617720be8cff6d01645f0fcc88dc2ce13e9e1af50
EFTA00000233,80d9a1a805078ef58fdfb843ef981337fc1342342f3a49e74ebead75729a0210
EFTA00000234,6a4b49a9d4bce5a823802d02dbd8a8d08a1492daf1f721e334c819576bdaaa14
EFTA00000235,bae4168dc2f82f02394f861a595eefed2d2a3ad0d7417db255da738a734e1cb7
EFTA00000236,3606db8823d6de4f7fd3135b76f299578a3d40c53a2f12beac73961f8d55e035
EFTA00000237,8d6cb8056432c1d75f185a73f95a20c9659c16587db271592be68235f7b2bcbf
EFTA00000238,e2ec92aefda66582ea139d67786f3f6b333c1aa784e3ed579bd4b706d42dd4b8
EFTA00000239,402ee9270a922d090e1f66aae49ce29efcec4a90ae9572385377a74d8ab457a2
EFTA00000240,2a850c9bc381bed02538615ab7071ed8714a546cfbe3be236626eb7dbb472158
EFTA00000241,f1e5864c8f9cb488be26c4a5913ca57eb0c38c0833e2cf3959159f9f289272dd
EFTA00000242,b4b630db83b5d8b02fba16cf7687dd3db51b6f3a78296c33147c8e2d7a7b8f6f
EFTA00000243,73af254912f6281004134fcf52c83cbd678222799d8e777dfa411701f4c3d50b
EFTA00000244,81805a0de4164d3d5ea97541893835e803fe2a80b408c381eadf6f7d30c0bb68
EFTA00000245,8c0f21cba6976fc07e703bc358b744430fd5e8af8b7e10ecc48733008cfebc27
EFTA00000246,2304af2d06672cacb607c18a4552405f8f1bf31391df59182dc6b8a3d188fadd
EFTA00000247,af1fb7b298f496ec24187d0837e6ce91a462411f06b750d0bc2e1d27d67a09ff
EFTA00000248,0dadf66727cd96946d14d4245022895fd34eb7283454338f4ab23843b355419c
EFTA00000249,3773a13568a4ec5ea80cc7db0cdcd0987bce7e43b69d048db2c35ba12550a0b5
EFTA00000250,6793899ed2ed2a8dab5ab9fcc77e7dba364d784e01093a27c8263fc6e7ee89da
EFTA00000251,cc47dc16f47ffb17b3dc3ba2b9afb3a5912872db1488a0813400241013bbe745
EFTA00000252,8bc0ae0f036cc59329fc4525047b22a2042277961313e148ffa82ec19cca4a58
EFTA00000253,926b164e8ddc52dffaa98d17be6c3e9274890056ea537edd488117fdd8ef9d0a
EFTA00000254,7d084dbd9a193f528b3adc388aacbcc2c344a56a1107c3839bfafb6a6959db8c
EFTA00000255,c1293390aa474bbaa3b8613fbfab1711725f5863cf15bb1e13a32540d5fc9297
EFTA00000256,5b6e27863f95208d2a3ccd449cb5363a3fce53576fae4e00b6ecd036b39a5faf
EFTA00000257,2f781b0c1e965674e3cb5158ef740ae02a301b002857c15037b0cd9a02740d0a
EFTA00000258,4181909d2e776039685bdbb43049411cf97fffb5ff3167da8c9a9e46e33f0e3e
EFTA00000259,f589fd23c6712d5012c961eb383f39671555468333710bf093da119b2f28ff82
EFTA00000260,50d7abc5ac24e0c4e2f3bf52515af8c9bfb76666f0e21ab43fb4b3a51a8597e1
EFTA00000261,ca43f4b65441c3dcc12dbf506382078450eb9dc379070af6e17558f2e65abed6
EFTA00000262,0124055eccd29c8c896524b4aa7929109bab8392f19026bffd90db230f54286f
EFTA00000263,8e26ac5da87fec69527ee0c032427cafc685befc456985f55edc8dcc5bdbc02d
EFTA00000264,a754e17fdacc65eaf82c08aadce1606d7b58cf6a4669c33eed6dc7c3aa1a4f1e
EFTA00000265,66d0aecdd9873b55e8b499f1b9911e13ae4f7df8ede2602aa1e016cfa4102096
EFTA00000266,aa430e58b22386e2e0dadb6c36d7f65aaec0139fbad88358f581688b3ab790bb
EFTA00000267,5203f923cd8c428abc8f505bb6f321f554df8fe94d43e833226b43bf20111753
EFTA00000268,946be5cdf0092e20e291a830a2f46b7c6cd1a9487dd43bf7441f493eb3b8c7c6
EFTA00000269,ff91c855305ce0ddd8355311751f72b740adfe6758a026027ea173c398d338a3
EFTA00000270,c8d2925138749b65ec5ed8e9b4aed18260329b125eda26e023de3e3e0514a9f6
EFTA00000271,3e1c0f9a4ad50e048645a21b713fbc70fd795d51700c95cbd5ee83473579b124
EFTA00000272,15bbb05b178649ac127380f57bf570ab235209bb6a2d4c89882275892db719bc
EFTA00000273,c82c9ebe31f977a064a5c99b5c6062e34d26aed210af24fed8f65dcde4ccdeba
EFTA00000274,6a5f17e31a2b646fe98b7386d737a0ca3608f3dac7c5e01679a9d0709a4a203a
