efta,file_size_bytes,pages,words
EFTA00018969,17449,1,41
EFTA00018970,193369,4,1108
EFTA00018974,71078,2,310
EFTA00018976,55420,1,254
EFTA00018977,225869,4,298
EFTA00018981,60661,2,246
EFTA00018983,28185,1,54
EFTA00018984,13752,1,29
EFTA00018985,10828,1,18
EFTA00018986,62521,2,287
EFTA00018988,51447,1,213
EFTA00018989,63681,2,276
EFTA00018991,28302,1,63
EFTA00018992,82883,2,361
EFTA00018994,31065,1,72
EFTA00018995,82585,2,412
EFTA00018997,1060555,20,4655
EFTA00019017,63238,2,374
EFTA00019019,71731,2,397
EFTA00019021,44262,1,217
EFTA00019022,79523,2,443
EFTA00019024,357152,4,1212
EFTA00019028,51393,1,153
EFTA00019029,76710,2,362
EFTA00019031,11974,1,25
EFTA00019032,415099,9,1721
EFTA00019041,11356,1,21
EFTA00019042,16224,1,31
EFTA00019043,31960,1,104
EFTA00019044,18965,1,67
EFTA00019045,36320,1,124
EFTA00019046,33384,1,105
EFTA00019047,172756,4,740
EFTA00019051,208328,4,874
EFTA00019055,30081,1,86
EFTA00019056,29919,1,67
EFTA00019057,21796,1,57
EFTA00019058,36670,1,90
EFTA00019059,36347,1,91
EFTA00019060,24394,1,62
EFTA00019061,24476,1,75
EFTA00019062,18480,1,58
EFTA00019063,57171,1,291
EFTA00019064,22924,1,71
EFTA00019065,29930,1,100
EFTA00019066,35471,1,106
EFTA00019067,169421,2,1073
EFTA00019069,47827,1,258
EFTA00019070,19537,1,33
EFTA00019071,1369205,9,779
EFTA00019080,38497,1,164
EFTA00019081,35708,1,139
EFTA00019082,63307,2,219
EFTA00019084,79812,2,250
EFTA00019086,96230,2,284
EFTA00019088,400384,4,1908
EFTA00019092,166914,3,920
EFTA00019095,64867,1,206
EFTA00019096,87213,3,302
EFTA00019099,17297,1,28
EFTA00019100,16996,1,51
EFTA00019101,752186,10,3176
EFTA00019111,27187,1,75
EFTA00019112,186801,3,922
EFTA00019115,81210,2,324
EFTA00019117,68644,2,299
EFTA00019119,230464,7,1081
EFTA00019126,30616,1,171
EFTA00019127,59130,2,307
EFTA00019129,52122,1,272
EFTA00019130,62445,1,222
EFTA00019131,79612,2,251
EFTA00019133,195171,4,837
EFTA00019137,91016,2,464
EFTA00019139,20452,1,30
EFTA00019140,84324,2,407
EFTA00019142,226993,5,961
EFTA00019147,15823,1,17
EFTA00019148,643040,13,2010
EFTA00019161,19797,1,46
EFTA00019162,48977,1,189
EFTA00019163,112730,2,473
EFTA00019165,114117,2,494
EFTA00019167,37034,1,151
EFTA00019168,32517,1,144
EFTA00019169,80417,2,433
EFTA00019171,44875,1,208
EFTA00019172,32015,1,138
EFTA00019173,159711,3,789
EFTA00019176,34560,1,104
EFTA00019177,42677,1,167
EFTA00019178,50904,2,218
EFTA00019180,4670,0,0
EFTA00019181,4670,0,0
EFTA00019182,17385,1,27
EFTA00019183,444458,10,2001
EFTA00019193,17341,1,25
EFTA00019194,25654,1,64
EFTA00019195,34166,1,144
EFTA00019196,18296,1,26
EFTA00019197,45512,1,227
EFTA00019198,73307,2,217
EFTA00019200,178394,2,434
EFTA00019202,19372,1,30
EFTA00019203,198960,4,923
EFTA00019207,278378,5,1158
EFTA00019212,53027,1,186
EFTA00019213,57284,2,188
EFTA00019215,54915,1,279
EFTA00019216,51574,1,277
EFTA00019217,54176,1,275
EFTA00019218,57861,1,282
EFTA00019219,36244,1,161
EFTA00019220,62889,2,289
EFTA00019222,22853,1,75
EFTA00019223,744353,5,1325
EFTA00019229,12669,1,22
EFTA00019230,19589,1,39
EFTA00019231,56682,2,236
EFTA00019233,95554,2,486
EFTA00019235,42725,1,175
EFTA00019236,17164,1,53
EFTA00019237,20092,1,46
EFTA00019238,101434,2,430
EFTA00019240,38827,1,144
EFTA00019241,17980,1,27
EFTA00019242,19264,1,26
EFTA00019243,23696,1,34
EFTA00019244,53210,2,186
EFTA00019246,141339,3,667
EFTA00019249,261827,3,897
EFTA00019252,78685,30,30
EFTA00019282,38541,1,152
EFTA00019283,39446,1,88
EFTA00019284,37415,1,80
EFTA00019285,23464,1,64
EFTA00019286,53273,1,251
EFTA00019287,26361,1,51
EFTA00019288,34676,1,104
EFTA00019289,67943,2,309
EFTA00019291,813299,15,3599
EFTA00019306,24196,1,32
EFTA00019307,213525,5,1581
EFTA00019312,23532,1,103
EFTA00019313,22471,1,29
EFTA00019314,252171,5,1423
EFTA00019319,20772,1,60
EFTA00019320,46560,1,179
EFTA00019321,41541,1,150
EFTA00019322,94371,2,479
EFTA00019324,32000,1,115
EFTA00019325,22322,1,80
EFTA00019326,24872,1,69
EFTA00019327,18328,1,56
EFTA00019328,29469,1,130
EFTA00019329,19592,1,59
EFTA00019330,36370,1,96
EFTA00019331,14786,1,28
EFTA00019332,23098,1,43
EFTA00019333,206333,4,1203
EFTA00019337,16530,1,28
EFTA00019338,18446,1,50
EFTA00019339,78814,2,330
EFTA00019341,33669,1,176
EFTA00019342,49996,1,244
EFTA00019343,17291,1,50
EFTA00019344,16267,1,44
EFTA00019345,35680,1,142
EFTA00019346,34821,1,121
EFTA00019347,25772,1,83
EFTA00019348,7012828,52,8225
EFTA00019401,26275,1,103
EFTA00019402,139581,2,691
EFTA00019404,43240,1,189
EFTA00019405,14174,1,29
EFTA00019406,22457,1,48
EFTA00019407,138378,2,551
EFTA00019409,136096,2,540
EFTA00019411,137775,2,545
EFTA00019413,36249,1,136
EFTA00019414,35772,1,120
EFTA00019415,21433,1,83
EFTA00019416,13646,1,21
EFTA00019417,16551,1,31
EFTA00019418,20328,1,52
EFTA00019419,44944,1,244
EFTA00019420,92544,2,301
EFTA00019422,92748,2,301
EFTA00019424,55073,1,208
EFTA00019425,12594,1,20
EFTA00019426,24233,1,50
EFTA00019427,12631,1,22
EFTA00019428,21083,1,42
EFTA00019429,12099,1,24
EFTA00019430,20986,1,42
EFTA00019431,51674,1,202
EFTA00019432,59670,1,219
EFTA00019433,15433,1,26
EFTA00019434,11762,1,16
EFTA00019435,68258,2,333
EFTA00019437,20487,1,52
EFTA00019438,90893,2,405
EFTA00019440,39669,1,157
EFTA00019441,98411,1,106
EFTA00019442,154834,2,92
EFTA00019444,98437,1,106
EFTA00019445,31301,1,145
EFTA00019446,101823,2,407
EFTA00019448,189755,1,357
EFTA00019449,22322,1,57
EFTA00019450,17666,1,44
EFTA00019451,25173,1,86
EFTA00019452,101960,2,414
EFTA00019454,117666,2,683
EFTA00019456,15381,1,32
EFTA00019457,22738,1,46
EFTA00019458,27566,1,98
EFTA00019459,135497,2,587
EFTA00019461,179202,3,773
EFTA00019464,41002,1,125
EFTA00019465,38085,1,161
EFTA00019466,48186,1,159
EFTA00019467,47757,1,239
EFTA00019468,20037,1,57
EFTA00019469,19789,1,68
EFTA00019470,39806,1,131
EFTA00019471,49687,2,198
EFTA00019473,41551,1,208
EFTA00019474,135349,3,742
EFTA00019477,19988,1,56
EFTA00019478,33840,1,140
EFTA00019479,38855,1,148
EFTA00019480,46759,1,270
EFTA00019481,25457,1,90
EFTA00019482,35711,1,132
EFTA00019483,38624,1,194
EFTA00019484,85070,2,285
EFTA00019486,33316,1,93
EFTA00019487,13579,1,26
EFTA00019488,20117,1,42
EFTA00019489,59574,2,209
EFTA00019491,33707,1,166
EFTA00019492,21397,1,62
EFTA00019493,469981,10,1935
EFTA00019503,241138,4,860
EFTA00019507,13230,1,27
EFTA00019508,47250,1,175
EFTA00019509,60177,2,201
EFTA00019511,65052,2,229
EFTA00019513,64881,2,251
EFTA00019515,24446,1,10
EFTA00019516,14271,1,23
EFTA00019517,24348,1,53
EFTA00019518,67052,2,298
EFTA00019520,672354,8,2886
EFTA00019528,11714,1,20
EFTA00019529,17852,1,36
EFTA00019530,20392,1,38
EFTA00019531,11898,1,20
EFTA00019532,20757,1,41
EFTA00019533,13569,1,27
EFTA00019534,20044,1,42
EFTA00019535,49746,2,187
EFTA00019537,289029,3,1411
EFTA00019540,282526,3,1373
EFTA00019543,287589,3,1404
EFTA00019546,288803,3,1413
EFTA00019549,43623,1,183
EFTA00019550,90593,2,431
EFTA00019552,11399,1,18
EFTA00019553,18323,1,35
EFTA00019554,21397,1,81
EFTA00019555,187840,4,938
EFTA00019559,85101,2,498
EFTA00019561,198068,4,1010
EFTA00019565,322717,5,1845
EFTA00019570,138129,3,777
EFTA00019573,58008,1,202
EFTA00019574,13925,1,19
EFTA00019575,81846,2,428
EFTA00019577,53296,2,198
EFTA00019579,23647,1,69
EFTA00019580,16857,1,50
EFTA00019581,37447,1,147
EFTA00019582,521115,11,2181
EFTA00019593,21555,1,66
EFTA00019594,30432,1,71
EFTA00019595,263365,4,1587
EFTA00019599,176045,3,836
EFTA00019602,25417,1,86
EFTA00019603,88494,2,540
EFTA00019605,114211,2,403
EFTA00019607,48238,2,142
EFTA00019609,282757,6,1563
EFTA00019615,590174,21,2110
EFTA00019636,214526,4,976
EFTA00019640,58099,2,188
EFTA00019642,19784,1,62
EFTA00019643,45350,1,174
EFTA00019644,26426,1,88
EFTA00019645,61473,2,210
EFTA00019647,28635,1,106
EFTA00019648,23354,1,48
EFTA00019649,26456,1,74
EFTA00019650,31815,1,149
EFTA00019651,90023,1,209
EFTA00019652,57128,2,250
EFTA00019654,102043,2,412
EFTA00019656,103555,2,520
EFTA00019658,52453,1,218
EFTA00019659,95625,2,407
EFTA00019661,44925,1,188
EFTA00019662,35220,1,135
EFTA00019663,56650,1,245
EFTA00019664,65503,2,277
EFTA00019666,33379,1,124
EFTA00019667,87883,1,135
EFTA00019668,27134,1,78
EFTA00019669,4219486,13,897
EFTA00019682,48621,1,85
EFTA00019683,53520,1,209
EFTA00019684,31524,1,181
EFTA00019685,26242,1,98
EFTA00019686,26009,1,134
EFTA00019687,61517,2,285
EFTA00019689,286570,5,1667
EFTA00019694,46794,1,229
EFTA00019695,91515,2,409
EFTA00019697,62890,2,275
EFTA00019699,82178,2,392
EFTA00019701,44761,2,181
EFTA00019703,144060,3,628
EFTA00019706,92526,2,499
EFTA00019708,238449,5,1223
EFTA00019713,204152,4,1038
EFTA00019717,55559,1,270
EFTA00019718,37551,1,114
EFTA00019719,354875,6,1628
EFTA00019725,56028,2,198
EFTA00019727,11200,1,18
EFTA00019728,32573,1,146
EFTA00019729,627837,14,2350
EFTA00019743,17493,1,50
EFTA00019744,73628,2,217
EFTA00019746,37781,1,3
EFTA00019747,82964,3,273
EFTA00019750,321244,5,1152
EFTA00019755,88981,2,391
EFTA00019757,83884,2,446
EFTA00019759,53957,1,187
EFTA00019760,16058,1,62
EFTA00019761,49245,1,192
EFTA00019762,38750,1,166
EFTA00019763,22258,1,83
EFTA00019764,53912,1,264
EFTA00019765,56905,1,280
EFTA00019766,27666,1,125
EFTA00019767,1352825,7,2217
EFTA00019774,1463967,8,2104
EFTA00019782,1161884,6,1757
EFTA00019788,843664,2,730
EFTA00019790,553064,8,1174
EFTA00019798,362848,7,808
EFTA00019805,921817,13,1841
EFTA00019818,42631,1,141
EFTA00019819,47953,2,176
EFTA00019821,48237,2,186
EFTA00019823,57296,1,247
EFTA00019824,14359,1,31
EFTA00019825,150806,5,313
EFTA00019830,47570,1,173
EFTA00019831,138440,2,730
EFTA00019833,13231,1,29
EFTA00019834,20954,1,44
EFTA00019835,13032,1,22
EFTA00019836,21639,1,45
EFTA00019837,14506,1,44
EFTA00019838,15423,1,50
EFTA00019839,201205,4,1052
EFTA00019843,56179,1,204
EFTA00019844,17515,1,49
EFTA00019845,15580,1,31
EFTA00019846,15499,1,33
EFTA00019847,62802,2,265
EFTA00019849,31766,1,78
EFTA00019850,26800,1,43
EFTA00019851,221060,3,982
EFTA00019854,158635,3,928
EFTA00019857,16947,1,59
EFTA00019858,61222,2,224
EFTA00019860,56140,1,319
EFTA00019861,22112,1,81
EFTA00019862,13726,1,29
EFTA00019863,20007,1,40
EFTA00019864,48385,1,242
EFTA00019865,49278,1,168
EFTA00019866,522215,1,255
EFTA00019867,34672,1,157
EFTA00019868,91195,1,209
EFTA00019869,32612,1,148
EFTA00019870,93889,1,209
EFTA00019871,31845,1,128
EFTA00019872,88900,1,200
EFTA00019873,62109,1,235
EFTA00019874,11621,1,25
EFTA00019875,19412,1,39
EFTA00019876,42545,2,151
EFTA00019878,93701,2,582
EFTA00019880,46398,2,143
EFTA00019882,46636,1,217
EFTA00019883,60809,2,167
EFTA00019885,172265,3,797
EFTA00019888,26450,1,58
EFTA00019889,172085,3,778
EFTA00019892,130002,2,679
EFTA00019894,25197,1,69
EFTA00019895,28073,1,100
EFTA00019896,52685,1,217
EFTA00019897,63249,1,274
EFTA00019898,26498,1,112
EFTA00019899,32624,1,69
EFTA00019900,121643,3,642
EFTA00019903,61947,1,218
EFTA00019904,73304,2,457
EFTA00019906,62490,1,234
EFTA00019907,67163,1,257
EFTA00019908,84869,2,436
EFTA00019910,35227,1,94
EFTA00019911,38526,1,115
EFTA00019912,29299,1,68
EFTA00019913,37468,1,42
EFTA00019914,22415,1,59
EFTA00019915,43513,1,213
EFTA00019916,483723,7,2656
EFTA00019923,51301,2,203
EFTA00019925,26110,1,107
EFTA00019926,67245,2,309
EFTA00019928,25430,1,71
EFTA00019929,30780,1,134
EFTA00019930,24240,1,108
EFTA00019931,45604,1,254
EFTA00019932,30502,1,57
EFTA00019933,219427,4,992
EFTA00019937,47434,1,183
EFTA00019938,448264,9,1757
EFTA00019947,21348,1,56
EFTA00019948,48858,1,294
EFTA00019949,20126,1,72
EFTA00019950,36451,1,149
EFTA00019951,39582,1,183
EFTA00019952,23968,1,70
EFTA00019953,139841,3,733
EFTA00019956,87518,2,493
EFTA00019958,33255,1,103
EFTA00019959,61490,2,174
EFTA00019961,274826,5,942
EFTA00019966,328756,5,1197
EFTA00019971,334184,5,1210
EFTA00019976,272583,5,922
EFTA00019981,235014,5,896
EFTA00019986,69844,2,319
EFTA00019988,52887,1,207
EFTA00019989,26703,1,105
EFTA00019990,53403,2,242
EFTA00019992,22787,1,57
EFTA00019993,10473,1,14
EFTA00019994,4212600,86,22262
EFTA00020080,183811,3,867
EFTA00020083,34511,1,147
EFTA00020084,15147,1,31
EFTA00020085,243149,3,1134
EFTA00020088,64711,2,327
EFTA00020090,248032,4,995
EFTA00020094,29030,1,82
EFTA00020095,148775,3,394
EFTA00020098,142175,4,428
EFTA00020102,24065,1,66
EFTA00020103,35619,1,91
EFTA00020104,33143,1,83
EFTA00020105,87175,2,351
EFTA00020107,39257,1,178
EFTA00020108,191954,4,939
EFTA00020112,20595,1,45
EFTA00020113,31828,1,138
EFTA00020114,231405,5,1159
EFTA00020119,40493,1,218
EFTA00020120,235492,5,1165
EFTA00020125,23468,1,68
EFTA00020126,15953,1,36
EFTA00020127,69768,2,222
EFTA00020129,26445,1,99
EFTA00020130,452566,4,1144
EFTA00020134,421004,3,668
EFTA00020137,433888,4,684
EFTA00020141,1426057,24,5860
EFTA00020165,38676,1,160
EFTA00020166,39244,1,125
EFTA00020167,83756,2,381
EFTA00020169,43644,1,209
EFTA00020170,32065,1,125
EFTA00020171,83364,2,377
EFTA00020173,31567,1,123
EFTA00020174,78705,2,343
EFTA00020176,210847,5,798
EFTA00020181,33747,1,125
EFTA00020182,15020,1,34
EFTA00020183,59599,2,191
EFTA00020185,852228,18,4192
EFTA00020203,487197,10,2427
EFTA00020213,952123,15,5582
EFTA00020228,127124,3,668
EFTA00020231,25140,1,114
EFTA00020232,34210,1,166
EFTA00020233,63838,2,236
EFTA00020235,28105,1,109
EFTA00020236,16026,1,27
EFTA00020237,243012,3,1271
EFTA00020240,75665,2,316
EFTA00020242,4670,0,0
EFTA00020243,45092,1,165
EFTA00020244,99857,2,466
EFTA00020246,62088,2,249
EFTA00020248,67355,2,190
EFTA00020250,162358,1,11
EFTA00020251,268625,1,8
EFTA00020252,178262,1,13
EFTA00020253,208009,1,9
EFTA00020254,1088518,5,74
EFTA00020261,2478039,34,11085
EFTA00020295,151180,3,522
EFTA00020298,622523,9,2732
EFTA00020307,211286,3,950
EFTA00020310,1098719,9,2520
EFTA00020319,287726,0,0
EFTA00020320,21351,1,51
EFTA00020321,28348,1,103
EFTA00020322,607932,9,3425
EFTA00020331,79848,2,304
EFTA00020333,68517,2,244
EFTA00020335,90540,2,329
EFTA00020337,11331,1,21
EFTA00020338,58904,1,200
EFTA00020339,13746,1,21
EFTA00020340,27404,1,81
EFTA00020341,23703,1,72
EFTA00020342,19678,1,55
EFTA00020343,16608,1,27
EFTA00020344,33219,1,116
EFTA00020345,43866,1,207
EFTA00020346,19064,1,31
EFTA00020347,146336,3,852
EFTA00020350,30034,1,124
EFTA00020351,40402,1,144
EFTA00020352,88079,3,277
EFTA00020355,88903,3,277
EFTA00020358,35440,1,166
EFTA00020359,91305,3,281
EFTA00020362,84947,2,364
EFTA00020364,44387,1,186
EFTA00020365,29370,1,169
EFTA00020366,33769,1,185
EFTA00020367,25833,1,89
EFTA00020368,144083,3,615
EFTA00020371,45726,1,217
EFTA00020372,1190616,20,5384
EFTA00020392,20780,1,66
EFTA00020393,125500,2,483
EFTA00020395,37326,1,123
EFTA00020396,26133,1,92
EFTA00020397,147267,2,814
EFTA00020399,12956,1,23
EFTA00020400,20984,1,43
EFTA00020401,2273680,24,5136
EFTA00020425,66551,1,197
EFTA00020426,254245,4,1539
EFTA00020430,240157,4,1493
EFTA00020434,158259,3,881
EFTA00020437,73843,2,338
EFTA00020439,104559,3,396
EFTA00020442,20651,1,44
EFTA00020443,13764,1,24
EFTA00020444,23059,1,48
EFTA00020445,68959,2,349
EFTA00020447,165822,3,689
EFTA00020450,108832,3,434
EFTA00020453,31399,1,58
EFTA00020454,105397,3,263
EFTA00020457,182137,5,946
EFTA00020462,319925,8,1593
EFTA00020470,98046,3,353
EFTA00020473,111129,3,486
EFTA00020476,38433,1,127
EFTA00020477,86857,2,420
EFTA00020479,74586,2,351
EFTA00020481,168292,6,738
EFTA00020487,121001,4,442
EFTA00020491,57020,2,249
EFTA00020493,57061,2,213
EFTA00020495,71077,2,327
EFTA00020497,97266,4,275
EFTA00020501,107315,4,309
EFTA00020505,41427,1,148
EFTA00020506,73267,2,343
EFTA00020508,57876,1,306
EFTA00020509,133855,5,472
EFTA00020514,38342,1,129
EFTA00020515,58472,2,213
EFTA00020517,131360,3,696
EFTA00020520,108936,3,416
EFTA00020523,45684,1,202
EFTA00020524,57373,2,229
EFTA00020526,54738,1,212
EFTA00020527,237465,5,1126
EFTA00020532,262344,3,497
EFTA00020535,293612,3,1131
EFTA00020539,25086,1,53
EFTA00020540,25839,1,74
EFTA00020541,2493701,29,11000
EFTA00020570,16832,1,42
EFTA00020571,30356,1,138
EFTA00020572,26154,1,119
EFTA00020573,12930,1,19
EFTA00020574,95183,2,334
EFTA00020576,33426,1,118
EFTA00020577,278881,1,532
EFTA00020578,1212242,6,2383
EFTA00020584,491063,8,1860
EFTA00020592,224181,4,1210
EFTA00020596,4865583,25,9322
EFTA00020621,29485,1,127
EFTA00020622,25201,1,44
EFTA00020623,13704,1,24
EFTA00020624,25526,1,57
EFTA00020625,26012,1,88
EFTA00020626,20322,1,40
EFTA00020627,69749,2,260
EFTA00020629,3750252,16,879
EFTA00020645,1075188,14,1783
EFTA00020659,70028,2,166
EFTA00020661,25583,1,69
EFTA00020662,30762,1,153
EFTA00020663,39991,1,204
EFTA00020664,41728,1,222
EFTA00020665,34013,1,107
EFTA00020666,41278,1,134
EFTA00020667,51326,1,260
EFTA00020668,82146,2,414
EFTA00020670,89613,2,521
EFTA00020672,87704,2,393
EFTA00020674,493474,11,1821
EFTA00020685,95600,2,370
EFTA00020687,42665,1,146
EFTA00020688,18257,1,36
EFTA00020689,21462,1,72
EFTA00020690,25230,1,63
EFTA00020691,41335,1,127
EFTA00020692,218709,4,1038
EFTA00020696,22359,1,80
EFTA00020697,70237,2,352
EFTA00020699,78665,2,417
EFTA00020701,23217,1,64
EFTA00020702,28906,1,89
EFTA00020703,924904,8,2829
EFTA00020711,1564940,18,5088
EFTA00020729,5135431,25,9957
EFTA00020757,1094270,5,1435
EFTA00020762,779234,4,1090
EFTA00020766,95862,2,447
EFTA00020768,27798,1,121
EFTA00020769,159823,3,759
EFTA00020772,45217,1,214
EFTA00020773,66834,1,459
EFTA00020774,168685,3,1046
EFTA00020777,35202,1,114
EFTA00020778,28527,1,142
EFTA00020779,28600,1,63
EFTA00020780,37041,1,156
EFTA00020781,118137,2,554
EFTA00020783,70285,1,429
EFTA00020784,63740,1,189
EFTA00020785,16360,1,33
EFTA00020786,87949,1,207
EFTA00020787,283057,3,1616
EFTA00020790,28041,1,105
EFTA00020791,22076,1,42
EFTA00020792,23653,1,71
EFTA00020793,165483,4,857
EFTA00020797,517608,2,643
EFTA00020799,88267,2,419
EFTA00020801,17477,1,36
EFTA00020802,2161918,1,7694
EFTA00020803,167725,4,802
EFTA00020807,140031,3,655
EFTA00020810,39418,1,154
EFTA00020811,17987,1,34
EFTA00020812,114122,3,469
EFTA00020815,99503,2,377
EFTA00020817,125955,3,520
EFTA00020820,35359,1,86
EFTA00020821,199078,4,932
EFTA00020825,254135,5,1197
EFTA00020830,20487,1,38
EFTA00020831,35612,1,151
EFTA00020832,40184,1,136
EFTA00020833,34657,1,192
EFTA00020834,25320,1,37
EFTA00020835,20598,1,34
EFTA00020836,57441,1,202
EFTA00020837,76699,2,439
EFTA00020839,187918,4,887
EFTA00020843,39393,1,249
EFTA00020844,86760,2,348
EFTA00020846,268106,4,915
EFTA00020850,30744,1,51
EFTA00020851,114980,1,181
EFTA00020852,276378,6,1262
EFTA00020858,23664,1,58
EFTA00020859,94745,2,408
EFTA00020861,142365,3,761
EFTA00020864,20041,1,40
EFTA00020865,328646,5,2005
EFTA00020870,368569,8,2073
EFTA00020878,135244,3,519
EFTA00020881,359208,7,1999
EFTA00020888,21410,1,30
EFTA00020889,220482,5,943
EFTA00020894,39656,1,92
EFTA00020895,78693,2,216
EFTA00020897,63683,2,168
EFTA00020899,109007,2,551
EFTA00020901,26292,1,46
EFTA00020902,15968,1,51
EFTA00020903,24528,1,37
EFTA00020904,18211,1,29
EFTA00020905,14931,1,53
EFTA00020906,18934,1,56
EFTA00020907,36942,1,128
EFTA00020908,36306,1,154
EFTA00020909,52161,1,158
EFTA00020910,33391,1,123
EFTA00020911,193519,4,853
EFTA00020915,61837,1,224
EFTA00020916,60119,1,220
EFTA00020917,71401,2,234
EFTA00020919,68443,1,199
EFTA00020920,63225,2,247
EFTA00020922,44448,1,159
EFTA00020923,91650,2,286
EFTA00020925,15075,1,25
EFTA00020926,12447,1,21
EFTA00020927,21056,1,42
EFTA00020928,28075,1,76
EFTA00020929,99045,3,399
EFTA00020932,60162,2,108
EFTA00020934,66088,1,339
EFTA00020935,66161,1,339
EFTA00020936,299808,1,121
EFTA00020937,126321,3,575
EFTA00020940,95058,2,407
EFTA00020942,44153,1,162
EFTA00020943,12074,1,19
EFTA00020944,20719,1,41
EFTA00020945,12001,1,23
EFTA00020946,19053,1,36
EFTA00020947,56694,1,238
EFTA00020948,22519,1,57
EFTA00020949,343937,3,742
EFTA00020952,113651,2,626
EFTA00020954,64300,2,290
EFTA00020956,82297,2,249
EFTA00020958,23659,1,64
EFTA00020959,485327,5,1199
EFTA00020964,52056,1,291
EFTA00020965,19678,1,60
EFTA00020966,66256,2,301
EFTA00020968,12696,1,27
EFTA00020969,18771,1,37
EFTA00020970,22198,1,55
EFTA00020971,52193,1,172
EFTA00020972,72299,1,219
EFTA00020973,20247,1,34
EFTA00020974,89580,3,328
EFTA00020977,30095,1,45
EFTA00020978,396837,5,2310
EFTA00020983,9466,1,18
EFTA00020984,101082,2,430
EFTA00020986,59837,1,216
EFTA00020987,56645,1,214
EFTA00020988,24781,1,108
EFTA00020989,21673,1,74
EFTA00020990,26316,1,44
EFTA00020991,79347,2,223
EFTA00020993,17162,1,65
EFTA00020994,20049,1,79
EFTA00020995,19095,1,74
EFTA00020996,24460,1,75
EFTA00020997,59594,1,214
EFTA00020998,36578,1,106
EFTA00020999,59259,1,216
EFTA00021000,56913,1,212
EFTA00021001,98390,2,489
EFTA00021003,108809,2,563
EFTA00021005,56367,1,203
EFTA00021006,57791,1,202
EFTA00021007,37899,1,132
EFTA00021008,68378,2,195
EFTA00021010,36501,1,137
EFTA00021011,18265,1,66
EFTA00021012,68328,1,211
EFTA00021013,20335,1,26
EFTA00021014,19871,1,31
EFTA00021015,220109,3,1205
EFTA00021018,17814,1,47
EFTA00021019,57023,2,171
EFTA00021021,60580,2,186
EFTA00021023,323582,5,1976
EFTA00021028,36928,1,128
EFTA00021029,40104,1,162
EFTA00021030,51189,1,178
EFTA00021031,26392,1,84
EFTA00021032,33152,1,102
EFTA00021033,26000,1,83
EFTA00021034,95947,2,347
EFTA00021036,104503,2,440
EFTA00021038,558343,11,4283
EFTA00021049,29936,1,112
EFTA00021050,31583,1,157
EFTA00021051,30028,1,75
EFTA00021052,107092,2,466
EFTA00021054,150839,1,9
EFTA00021055,165340,3,909
EFTA00021058,42043,1,208
EFTA00021059,65053,2,312
EFTA00021061,78131,2,371
EFTA00021063,40085,1,226
EFTA00021064,43922,1,241
EFTA00021065,105617,1,182
EFTA00021066,53885,2,256
EFTA00021068,14770,1,29
EFTA00021069,72694,3,128
EFTA00021072,34261,1,59
EFTA00021073,30067,1,94
EFTA00021074,16731,1,31
EFTA00021075,13424,1,28
EFTA00021076,9485121,36,4364
EFTA00021112,56454,1,201
EFTA00021113,16970,1,29
EFTA00021114,26873,1,55
EFTA00021115,25289,1,43
EFTA00021116,22501,1,38
EFTA00021117,91176,1,217
EFTA00021118,24939,1,48
EFTA00021119,21831,1,46
EFTA00021120,44760,2,211
EFTA00021122,11761,1,23
EFTA00021123,378854,8,1770
EFTA00021131,91263,2,427
EFTA00021133,372961,8,1732
EFTA00021141,303574,6,1512
EFTA00021147,59417,1,213
EFTA00021148,53005,1,199
EFTA00021149,53801,1,201
EFTA00021150,24602,1,55
EFTA00021151,158484,3,649
EFTA00021154,26692,1,67
EFTA00021155,17964,1,37
EFTA00021156,53851,1,216
EFTA00021157,56469,1,220
EFTA00021158,39727,1,153
EFTA00021159,52388,2,123
EFTA00021161,72345,2,360
EFTA00021163,26195,1,58
EFTA00021164,77179,2,68
EFTA00021166,59165,2,102
EFTA00021168,61886,1,183
EFTA00021169,19639,1,46
EFTA00021170,81689,2,345
EFTA00021172,13670,1,31
EFTA00021173,50555,1,156
EFTA00021174,22307,1,60
EFTA00021175,13182,1,27
EFTA00021176,20026,1,59
EFTA00021177,195761,4,943
EFTA00021181,35015,1,123
EFTA00021182,34848,1,128
EFTA00021183,94637,2,420
EFTA00021185,35835,1,127
EFTA00021186,35571,1,131
EFTA00021187,36364,1,132
EFTA00021188,35557,1,129
EFTA00021189,34181,1,126
EFTA00021190,35743,1,128
EFTA00021191,147998,3,654
EFTA00021194,36805,1,129
EFTA00021195,24868,1,86
EFTA00021196,60237,1,275
EFTA00021197,305375,5,1162
EFTA00021202,3399835,42,9973
EFTA00021244,24631,1,70
EFTA00021245,13261,1,28
EFTA00021246,20167,1,40
EFTA00021247,11966,1,19
EFTA00021248,19248,1,38
EFTA00021249,192351,2,391
EFTA00021251,67109,1,66
EFTA00021252,598447,14,2724
EFTA00021266,57706,2,226
EFTA00021268,13797,1,22
EFTA00021269,21361,1,44
EFTA00021270,20752,3,37
EFTA00021273,55691,2,202
EFTA00021275,63866,2,217
EFTA00021277,56639,2,159
EFTA00021279,52155,2,182
EFTA00021281,57693,2,200
EFTA00021283,120955,3,551
EFTA00021286,11322,1,18
EFTA00021287,18412,1,35
EFTA00021288,11893,1,19
EFTA00021289,18513,1,36
EFTA00021290,107622,2,533
EFTA00021292,32238,1,110
EFTA00021293,12065,1,17
EFTA00021294,22872,1,48
